DT_GERACAO;HH_GERACAO;ANO_ELEICAO;CD_TIPO_ELEICAO;NM_TIPO_ELEICAO;NR_TURNO;CD_ELEICAO;DS_ELEICAO;DT_ELEICAO;TP_ABRANGENCIA;SG_UF;SG_UE;NM_UE;CD_MUNICIPIO;NM_MUNICIPIO;NR_ZONA;CD_CARGO;DS_CARGO;QT_APTOS;QT_SECOES_PRINCIPAIS;QT_SECOES_AGREGADAS;QT_SECOES_NAO_INSTALADAS;QT_TOTAL_SECOES;QT_COMPARECIMENTO;QT_ELEITORES_SECOES_NAO_INSTALADAS;QT_ABSTENCOES;ST_VOTO_EM_TRANSITO;QT_VOTOS;QT_VOTOS_CONCORRENTES;QT_TOTAL_VOTOS_VALIDOS;QT_VOTOS_NOMINAIS_VALIDOS;QT_TOTAL_VOTOS_LEG_VALIDOS;QT_VOTOS_LEG_VALIDOS;QT_VOTOS_NOM_CONVR_LEG_VALIDOS;QT_TOTAL_VOTOS_ANULADOS;QT_VOTOS_NOMINAIS_ANULADOS;QT_VOTOS_LEGENDA_ANULADOS;QT_TOTAL_VOTOS_ANUL_SUBJUD;QT_VOTOS_NOMINAIS_ANUL_SUBJUD;QT_VOTOS_LEGENDA_ANUL_SUBJUD;QT_VOTOS_BRANCOS;QT_TOTAL_VOTOS_NULOS;QT_VOTOS_NULOS;QT_VOTOS_NULOS_TECNICOS;QT_VOTOS_ANULADOS_APU_SEP;HH_ULTIMA_TOTALIZACAO;DT_ULTIMA_TOTALIZACAO
19/08/2021;14:04:38;2008;2;Eleição Ordinária;1;30;Eleições 2008;05/10/2008;M;ES;56057;ALFREDO CHAVES;56057;ALFREDO CHAVES;12;11;Prefeito;10551;34;2;0;36;9530;0;1021;N;9530;8959;8965;8965;0;0;0;0;0;0;0;0;0;193;369;372;0;0;00:00:00;05/10/2008
19/08/2021;14:04:38;2008;2;Eleição Ordinária;1;30;Eleições 2008;05/10/2008;M;ES;56057;ALFREDO CHAVES;56057;ALFREDO CHAVES;12;13;Vereador;10551;34;2;0;36;9530;0;1021;N;9530;8751;8180;8180;577;0;0;0;0;0;0;0;0;168;602;605;0;0;00:00:00;05/10/2008
