"DT_GERACAO";"HH_GERACAO";"ANO_ELEICAO";"CD_TIPO_ELEICAO";"NM_TIPO_ELEICAO";"CD_ELEICAO";"DS_ELEICAO";"DT_ELEICAO";"SG_UF";"SG_UE";"NM_UE";"SQ_CANDIDATO";"NR_ORDEM_BEM_CANDIDATO";"CD_TIPO_BEM_CANDIDATO";"DS_TIPO_BEM_CANDIDATO";"DS_BEM_CANDIDATO";"VR_BEM_CANDIDATO";"DT_ULT_ATUAL_BEM_CANDIDATO";"HH_ULT_ATUAL_BEM_CANDIDATO"
"06/01/2026";"16:44:43";2020;2;"Eleição Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"ES";"56057";"ALFREDO CHAVES";80000666645;4;13;"Terreno";"lote com casa em edificação  na estrada de Dois Irmaos";"60000,00";"15/11/2020";"21:02:49"
"06/01/2026";"16:44:43";2020;2;"Eleição Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"ES";"56057";"ALFREDO CHAVES";80000666645;1;13;"Terreno";"Terreno rural medindo 2.360m² - Cachoeirinha";"85000,00";"15/11/2020";"21:02:49"
"06/01/2026";"16:44:43";2020;2;"Eleição Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"ES";"56057";"ALFREDO CHAVES";80000666645;2;13;"Terreno";"5 lotes da quadra 113 loteamento Balneario Ponta da Fruta em Vila Velha";"50000,00";"15/11/2020";"21:02:49"
"06/01/2026";"16:44:43";2020;2;"Eleição Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"ES";"56057";"ALFREDO CHAVES";80000666645;5;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"GOL PLAVA PPE 4354";"25100,00";"15/11/2020";"21:02:49"
"06/01/2026";"16:44:43";2020;2;"Eleição Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"ES";"56057";"ALFREDO CHAVES";80000666645;3;32;"Quotas ou quinhões de capital";"COOPERATIVA SICOOB";"2776,93";"15/11/2020";"21:02:49"
"06/01/2026";"16:44:43";2020;2;"Eleição Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"ES";"56057";"ALFREDO CHAVES";80000683176;1;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"UM VEICULO CAMINHONETE FIAT STRADA 2004/2005";"15000,00";"15/11/2020";"21:02:49"
"06/01/2026";"16:44:43";2020;2;"Eleição Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"ES";"56057";"ALFREDO CHAVES";80000683176;2;12;"Casa";"UMA CASA/MORADIA EM ALFREDO CHAVES ES";"30000,00";"15/11/2020";"21:02:49"
"06/01/2026";"16:44:43";2020;2;"Eleição Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"ES";"56057";"ALFREDO CHAVES";80000666651;1;32;"Quotas ou quinhões de capital";"CAPITAL SOCIAL EMPRESA ADIMAR MEDINA 04418934650";"5000,00";"15/11/2020";"21:02:49"
"06/01/2026";"16:44:43";2020;2;"Eleição Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"ES";"56057";"ALFREDO CHAVES";80000683714;1;12;"Casa";"IMÓVEL NA CIDADE DE PIÚMA-ES";"10000,00";"15/11/2020";"21:02:49"
"06/01/2026";"16:44:43";2020;2;"Eleição Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"ES";"56057";"ALFREDO CHAVES";80000683714;2;12;"Casa";"IMÓVEL DE HERANÇA EM ALFREDO CHAVES-ES";"35934,50";"15/11/2020";"21:02:49"
"06/01/2026";"16:44:43";2020;2;"Eleição Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"ES";"56057";"ALFREDO CHAVES";80000682934;7;13;"Terreno";"UM LOTE COM CONSTRUÇÃO EM ANDAMENTO EM ALFREDO CHAVES-ES";"150000,00";"15/11/2020";"21:02:49"
"06/01/2026";"16:44:43";2020;2;"Eleição Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"ES";"56057";"ALFREDO CHAVES";80000682934;2;13;"Terreno";"UM LOTE EM ALFREDO CHAVES-ES";"50000,00";"15/11/2020";"21:02:49"
"06/01/2026";"16:44:43";2020;2;"Eleição Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"ES";"56057";"ALFREDO CHAVES";80000682934;1;13;"Terreno";"UM SITIO NA AREA RURAL DE ALFREDO CHAVES-ES ";"100000,00";"15/11/2020";"21:02:49"
"06/01/2026";"16:44:43";2020;2;"Eleição Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"ES";"56057";"ALFREDO CHAVES";80000682934;3;13;"Terreno";"UM LOTE NA AREA RURLA DE ANCHIETA ";"50000,00";"15/11/2020";"21:02:49"
"06/01/2026";"16:44:43";2020;2;"Eleição Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"ES";"56057";"ALFREDO CHAVES";80000682934;4;13;"Terreno";"UM LOTE NA CIDADE DE ANCHIETA";"70000,00";"15/11/2020";"21:02:49"
"06/01/2026";"16:44:43";2020;2;"Eleição Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"ES";"56057";"ALFREDO CHAVES";80000682934;5;12;"Casa";"UMA CASA/MORADIA EM ALFREDO CHAVES-ES";"700000,00";"15/11/2020";"21:02:49"
"06/01/2026";"16:44:43";2020;2;"Eleição Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"ES";"56057";"ALFREDO CHAVES";80000682934;6;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"UM VEICULO IMP/TOYOTA 1992/1993";"30000,00";"15/11/2020";"21:02:49"
"06/01/2026";"16:44:43";2020;2;"Eleição Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"ES";"56057";"ALFREDO CHAVES";80000683171;2;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"UMA CAMINHONETE FIAT STRADA WORKING ";"30000,00";"15/11/2020";"21:02:49"
"06/01/2026";"16:44:43";2020;2;"Eleição Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"ES";"56057";"ALFREDO CHAVES";80000683171;1;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"UM VW/GOL 1.6 ANO 2020/2021";"60000,00";"15/11/2020";"21:02:49"
"06/01/2026";"16:44:43";2020;2;"Eleição Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"ES";"56057";"ALFREDO CHAVES";80000683171;3;13;"Terreno";"UM TERRENO/CASA NA AREA RURAL DE ALFREDO CHAVES-ES";"150000,00";"15/11/2020";"21:02:49"
"06/01/2026";"16:44:43";2020;2;"Eleição Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"ES";"56057";"ALFREDO CHAVES";80000682641;3;45;"Aplicação de renda fixa (CDB, RDB e outros)";"BANCO SICOOB ";"1500,00";"15/11/2020";"21:02:49"
"06/01/2026";"16:44:43";2020;2;"Eleição Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"ES";"56057";"ALFREDO CHAVES";80000682641;2;31;"Ações (inclusive as provenientes de linha telefônica)";"BANCO SICOOB";"101,86";"15/11/2020";"21:02:49"
"06/01/2026";"16:44:43";2020;2;"Eleição Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"ES";"56057";"ALFREDO CHAVES";80000682641;1;61;"Depósito bancário em conta corrente no País";"SICOOB C/C 28724-5";"555,52";"15/11/2020";"21:02:49"
"06/01/2026";"16:44:43";2020;2;"Eleição Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"ES";"56057";"ALFREDO CHAVES";80000666563;1;32;"Quotas ou quinhões de capital";"SICOOB ";"8707,42";"15/11/2020";"21:02:49"
"06/01/2026";"16:44:43";2020;2;"Eleição Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"ES";"56057";"ALFREDO CHAVES";80000666653;2;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"AUTOMOVEL TIPO KADET ANO 1999";"10000,00";"15/11/2020";"21:02:49"
"06/01/2026";"16:44:43";2020;2;"Eleição Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"ES";"56057";"ALFREDO CHAVES";80000666653;3;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"AUTOMOVEL GOL 2003";"11000,00";"15/11/2020";"21:02:49"
"06/01/2026";"16:44:43";2020;2;"Eleição Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"ES";"56057";"ALFREDO CHAVES";80000666653;4;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"AUTOMOVEL FUSCA 1970";"5000,00";"15/11/2020";"21:02:49"
"06/01/2026";"16:44:43";2020;2;"Eleição Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"ES";"56057";"ALFREDO CHAVES";80000666653;1;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"AUTOMOVEL FIAT UNO 1995";"8000,00";"15/11/2020";"21:02:49"
"06/01/2026";"16:44:43";2020;2;"Eleição Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"ES";"56057";"ALFREDO CHAVES";80001042824;3;12;"Casa";"UM IMOVEL RESIDENCIAL EM ALFREDO CHAVES";"400000,00";"15/11/2020";"21:02:49"
"06/01/2026";"16:44:43";2020;2;"Eleição Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"ES";"56057";"ALFREDO CHAVES";80001042824;4;13;"Terreno";"UM TERRENO EM ITAPEMIRIM - ES";"80000,00";"15/11/2020";"21:02:49"
"06/01/2026";"16:44:43";2020;2;"Eleição Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"ES";"56057";"ALFREDO CHAVES";80001042824;1;13;"Terreno";"UM TERRENO EM ITAPEMIRIM - ES";"120000,00";"15/11/2020";"21:02:49"
"06/01/2026";"16:44:43";2020;2;"Eleição Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"ES";"56057";"ALFREDO CHAVES";80001042824;5;13;"Terreno";"UM AREA DE TERRENO DESMEMBRADA EM CAMPOS - RJ";"45000,00";"15/11/2020";"21:02:49"
"06/01/2026";"16:44:43";2020;2;"Eleição Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"ES";"56057";"ALFREDO CHAVES";80001042824;6;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"UM TOYOTA HILUX SW4 ANO 2014";"95000,00";"15/11/2020";"21:02:49"
"06/01/2026";"16:44:43";2020;2;"Eleição Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"ES";"56057";"ALFREDO CHAVES";80001042824;2;32;"Quotas ou quinhões de capital";"80% DO CAPITAL SOCIAL DA EMPRESA A Z EMPREENDIMENTOS URBANOS LTDA - CNPJ/MF: 04.386.206/0001-52.";"640000,00";"15/11/2020";"21:02:49"
"06/01/2026";"16:44:43";2020;2;"Eleição Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"ES";"56057";"ALFREDO CHAVES";80000683175;2;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"UMA MOTOCICLETA HONDA CG FAN ANO 2018/2018";"10610,00";"15/11/2020";"21:02:49"
"06/01/2026";"16:44:43";2020;2;"Eleição Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"ES";"56057";"ALFREDO CHAVES";80000683175;3;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"UM VEICULO FIAT UNO MILE WAY ECON ANO 2010/2011";"18000,00";"15/11/2020";"21:02:49"
"06/01/2026";"16:44:43";2020;2;"Eleição Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"ES";"56057";"ALFREDO CHAVES";80000683175;1;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"UMA MOTO CROSS 250CC-RX-BLACK";"18990,00";"15/11/2020";"21:02:49"
"06/01/2026";"16:44:43";2020;2;"Eleição Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"ES";"56057";"ALFREDO CHAVES";80000683716;1;12;"Casa";"casa com lote ";"80000,00";"15/11/2020";"21:02:49"
"06/01/2026";"16:44:43";2020;2;"Eleição Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"ES";"56057";"ALFREDO CHAVES";80000666556;2;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"FIAT UNO ANO 2013";"15000,00";"15/11/2020";"21:02:49"
"06/01/2026";"16:44:43";2020;2;"Eleição Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"ES";"56057";"ALFREDO CHAVES";80000666556;1;13;"Terreno";"PARTICIPAÇÃO DE 50% EM TERRENO AGRICOLA MEDINDO 60 HECTARES  ";"400000,00";"15/11/2020";"21:02:49"
"06/01/2026";"16:44:43";2020;2;"Eleição Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"ES";"56057";"ALFREDO CHAVES";80000666556;3;99;"OUTROS BENS E DIREITOS";"20 VAGAS HOLANDESAS";"120000,00";"15/11/2020";"21:02:49"
"06/01/2026";"16:44:43";2020;2;"Eleição Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"ES";"56057";"ALFREDO CHAVES";80000666565;1;11;"Apartamento";"Apto residencial Enseada Azul - Praia das Gaivotas - Vila Velha/ES - alienado";"225838,58";"15/11/2020";"21:02:49"
"06/01/2026";"16:44:43";2020;2;"Eleição Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"ES";"56057";"ALFREDO CHAVES";80000666565;2;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"caminhao placa MQD5676";"65000,00";"15/11/2020";"21:02:49"
"06/01/2026";"16:44:43";2020;2;"Eleição Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"ES";"56057";"ALFREDO CHAVES";80000666565;3;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"FIAT SIENA PLACA ODM8983";"26426,00";"15/11/2020";"21:02:49"
"06/01/2026";"16:44:43";2020;2;"Eleição Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"ES";"56057";"ALFREDO CHAVES";80000666567;1;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"MOTO HONDA BIS ANO 2005";"5000,00";"15/11/2020";"21:02:49"
"06/01/2026";"16:44:43";2020;2;"Eleição Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"ES";"56057";"ALFREDO CHAVES";80000666567;2;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"MOTO CG TODAY 125 ANO 1991";"6000,00";"15/11/2020";"21:02:49"
"06/01/2026";"16:44:43";2020;2;"Eleição Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"ES";"56057";"ALFREDO CHAVES";80000683169;1;13;"Terreno";"UMA CASA/MORADIA NA AREA RURAL DE ALFREDO CHAVES ES";"50000,00";"15/11/2020";"21:02:49"
"06/01/2026";"16:44:43";2020;2;"Eleição Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"ES";"56057";"ALFREDO CHAVES";80000683169;2;13;"Terreno";"UMA AREA RURAL DE 5 HECTARES EM ALFREDO CHAVES ES";"100000,00";"15/11/2020";"21:02:49"
"06/01/2026";"16:44:43";2020;2;"Eleição Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"ES";"56057";"ALFREDO CHAVES";80000683169;3;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"UM VEICULO GM/CELTA 4P LIFE  2010/2010";"25000,00";"15/11/2020";"21:02:49"
"06/01/2026";"16:44:43";2020;2;"Eleição Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"ES";"56057";"ALFREDO CHAVES";80000682642;2;13;"Terreno";"lote no bairro st rita, alfredo chaves com 325 m2";"80000,00";"15/11/2020";"21:02:49"
"06/01/2026";"16:44:43";2020;2;"Eleição Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"ES";"56057";"ALFREDO CHAVES";80000682642;6;13;"Terreno";"lote 12 em st rita, alfredo chaves com 300 m2";"117500,00";"15/11/2020";"21:02:49"
"06/01/2026";"16:44:43";2020;2;"Eleição Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"ES";"56057";"ALFREDO CHAVES";80000682642;3;13;"Terreno";"lote 12 em st rita, alfredo chaves com 300 m2 ";"117500,00";"15/11/2020";"21:02:49"
