"DT_GERACAO";"HH_GERACAO";"ANO_ELEICAO";"CD_TIPO_ELEICAO";"NM_TIPO_ELEICAO";"NR_TURNO";"CD_ELEICAO";"DS_ELEICAO";"DT_ELEICAO";"TP_ABRANGENCIA";"SG_UF";"SG_UE";"NM_UE";"CD_MUNICIPIO";"NM_MUNICIPIO";"NR_ZONA";"CD_CARGO";"DS_CARGO";"QT_APTOS";"QT_SECOES_PRINCIPAIS";"QT_SECOES_AGREGADAS";"QT_SECOES_NAO_INSTALADAS";"QT_TOTAL_SECOES";"QT_COMPARECIMENTO";"QT_ELEITORES_SECOES_NAO_INSTALADAS";"QT_ABSTENCOES";"ST_VOTO_EM_TRANSITO";"QT_VOTOS";"QT_VOTOS_CONCORRENTES";"QT_TOTAL_VOTOS_VALIDOS";"QT_VOTOS_NOMINAIS_VALIDOS";"QT_TOTAL_VOTOS_LEG_VALIDOS";"QT_VOTOS_LEG_VALIDOS";"QT_VOTOS_NOM_CONVR_LEG_VALIDOS";"QT_TOTAL_VOTOS_ANULADOS";"QT_VOTOS_NOMINAIS_ANULADOS";"QT_VOTOS_LEGENDA_ANULADOS";"QT_TOTAL_VOTOS_ANUL_SUBJUD";"QT_VOTOS_NOMINAIS_ANUL_SUBJUD";"QT_VOTOS_LEGENDA_ANUL_SUBJUD";"QT_VOTOS_BRANCOS";"QT_TOTAL_VOTOS_NULOS";"QT_VOTOS_NULOS";"QT_VOTOS_NULOS_TECNICOS";"QT_VOTOS_ANULADOS_APU_SEP";"HH_ULTIMA_TOTALIZACAO";"DT_ULTIMA_TOTALIZACAO"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"ES";"56057";"ALFREDO CHAVES";"56057";"ALFREDO CHAVES";12;11;"Prefeito";12294;36;3;0;39;9731;0;2563;"N";9731;9213;9213;9213;0;0;0;0;0;0;0;0;0;201;317;317;0;0;"19:13:38";"15/11/2020"
"06/01/2026";"16:45:21";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"ES";"56057";"ALFREDO CHAVES";"56057";"ALFREDO CHAVES";12;13;"Vereador";12294;36;3;0;39;9731;0;2563;"N";9731;9230;9230;8843;387;387;0;0;0;0;0;0;0;217;284;284;0;0;"19:13:38";"15/11/2020"
