"DT_GERACAO";"HH_GERACAO";"AA_ELEICAO";"CD_TIPO_ELEICAO";"NM_TIPO_ELEICAO";"CD_ELEICAO";"DS_ELEICAO";"DT_ELEICAO";"ST_TURNO";"TP_PRESTACAO_CONTAS";"DT_PRESTACAO_CONTAS";"SQ_PRESTADOR_CONTAS";"SG_UF";"DS_TIPO_DOCUMENTO";"NR_DOCUMENTO";"CD_FONTE_DESPESA";"DS_FONTE_DESPESA";"CD_ORIGEM_DESPESA";"DS_ORIGEM_DESPESA";"CD_NATUREZA_DESPESA";"DS_NATUREZA_DESPESA";"CD_ESPECIE_RECURSO";"DS_ESPECIE_RECURSO";"SQ_DESPESA";"SQ_PARCELAMENTO_DESPESA";"DT_PAGTO_DESPESA";"DS_DESPESA";"VR_PAGTO_DESPESA"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"12/12/2020";1831794505;"ES";"Nota Fiscal";"002";1;"Outros Recursos";20100000;"Combustíveis e lubrificantes";1;"Financeiro";0;"Cheque";36544736;24050105;"25/11/2020";"GASOLINA SHELL V POWER ADITIVADA";"527,78"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"11/12/2020";1831788017;"ES";"Nota Fiscal";"0003";1;"Outros Recursos";20100000;"Combustíveis e lubrificantes";1;"Financeiro";0;"Cheque";36311316;23851998;"13/11/2020";"GASOLINA SHELL V POWER ADITIVADA | GASOLINA SHELL V POWER ADITIVADA | GASOLINA TIPO C GRANEL | GASOLINA TIPO C GRANEL";"1020,85"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"23/11/2020";1832945874;"ES";"Nota Fiscal";"41394556";1;"Outros Recursos";20110000;"Publicidade por adesivos";1;"Financeiro";1;"Transferência eletrônica";33191792;21539270;"23/10/2020";"ADESIVO LEITOSO | CONF DE ADESIVO MICROPERFURADO 30X60";"350,10"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"14/12/2020";1832350138;"ES";"Nota Fiscal";"0001";1;"Outros Recursos";20110000;"Publicidade por adesivos";1;"Financeiro";0;"Cheque";37211449;24592465;"27/10/2020";"400 ADESIVOS | 200 ADESIVOS MOTO | 200 ADESIVOS PERFURADOS";"1629,93"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"14/12/2020";1832350138;"ES";"Nota Fiscal";"0003";2;"Fundo Especial de Financiamento de Campanha";20110000;"Publicidade por adesivos";1;"Financeiro";0;"Cheque";37211449;24592466;"27/10/2020";"400 ADESIVOS | 200 ADESIVOS MOTO | 200 ADESIVOS PERFURADOS";"1750,07"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"15/12/2020";1846969468;"ES";"Outro";"000008";2;"Fundo Especial de Financiamento de Campanha";20010000;"Despesas com pessoal";1;"Financeiro";0;"Cheque";38235527;25442330;"13/11/2020";"PRESTAÇÃO DE SERVIÇO COMO ASSITENTE DE CAMPANHA";"500,00"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"25/11/2020";1832958378;"ES";"Outro";"42583517";1;"Outros Recursos";20010000;"Despesas com pessoal";1;"Financeiro";1;"Transferência eletrônica";33424071;21694062;"12/11/2020";"EDITOR DE FOTO E VIDEO";"226,50"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"12/12/2020";1831776749;"ES";"Nota Fiscal";"01";1;"Outros Recursos";20100000;"Combustíveis e lubrificantes";1;"Financeiro";0;"Cheque";36479922;23993738;"09/11/2020";"GASOLINA TIPO 6 GRANEL";"135,07"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"14/12/2020";1832350138;"ES";"Nota Fiscal";"03842036";2;"Fundo Especial de Financiamento de Campanha";20190000;"Pesquisas ou testes eleitorais";1;"Financeiro";1;"Transferência eletrônica";37211441;24592478;"04/11/2020";"SERVIÇO DE PESQUISA";"22250,00"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"12/12/2020";1831779497;"ES";"Nota Fiscal";"0002";1;"Outros Recursos";20100000;"Combustíveis e lubrificantes";1;"Financeiro";0;"Cheque";36485667;23999138;"13/11/2020";"GASOLINA SHELL V POWER ADITIVADA | GASOLINA TIPO C GRANEL";"468,33"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"24/11/2020";1832938808;"ES";"Outro";"27";2;"Fundo Especial de Financiamento de Campanha";20360001;"Serviços advocatícios";1;"Financeiro";0;"Cheque";32996453;21409146;"23/10/2020";"PRESTAÇÃO DE SERVIÇO ADVOCATICIO";"5000,00"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"24/11/2020";1832938808;"ES";"Outro";"35";2;"Fundo Especial de Financiamento de Campanha";20360001;"Serviços advocatícios";1;"Financeiro";0;"Cheque";32996453;21409147;"04/11/2020";"PRESTAÇÃO DE SERVIÇO ADVOCATICIO";"5000,00"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"15/12/2020";1846969468;"ES";"Outro";"000011";2;"Fundo Especial de Financiamento de Campanha";20010000;"Despesas com pessoal";1;"Financeiro";0;"Cheque";38235531;25442332;"13/11/2020";"PRESTAÇÃO DE SERVIÇO COMO ASSITENTE DE CAMPANHA";"1000,00"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"24/11/2020";1832957195;"ES";"Nota Fiscal";"41394801";1;"Outros Recursos";20110000;"Publicidade por adesivos";1;"Financeiro";1;"Transferência eletrônica";33311643;21623076;"23/10/2020";"ADESIVO LEITOSO 15X30 | ADESIVO LEITOSO 30X60 | CONF DE ADESIVO MICROPERFURADO 30X60";"375,00"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"24/11/2020";1832957195;"ES";"Nota Fiscal";"41076341";1;"Outros Recursos";20140000;"Publicidade por materiais impressos";1;"Financeiro";1;"Transferência eletrônica";33311642;21623075;"16/10/2020";"IMPRESSO CARTÃOP FRENTE E VERSO 8·8X4·8 CM | IMPRESSOS SANTÃO 15X21CM COLORIDO FRENTE E VERSO";"815,00"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"24/11/2020";1832950618;"ES";"Nota Fiscal";"19";1;"Outros Recursos";20110000;"Publicidade por adesivos";1;"Financeiro";0;"Cheque";33306457;21617800;"30/10/2020";"ADESIVO 40X15 CM | ADESIVO 50X30CM | ADESIVO PERFURADO 65X35 CM | BANDEIRA 70X45 | PRAGUINHA 6X6 CM | SANTINHO 10X7";"5105,00"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"11/12/2020";1831795312;"ES";"Nota Fiscal";"042531278";1;"Outros Recursos";20110000;"Publicidade por adesivos";1;"Financeiro";1;"Transferência eletrônica";36302235;23844344;"11/11/2020";"ADESIVO PERFURADO 70X40 CM";"26,00"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"25/11/2020";1832958378;"ES";"Outro";"042583813";1;"Outros Recursos";20010000;"Despesas com pessoal";1;"Financeiro";1;"Transferência eletrônica";33424074;21694061;"12/11/2020";"CABO ELEITORAL";"360,00"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"15/12/2020";1846969468;"ES";"Outro";"00013";2;"Fundo Especial de Financiamento de Campanha";20010000;"Despesas com pessoal";1;"Financeiro";0;"Cheque";38235540;25442334;"13/11/2020";"PRESTAÇÃO DE SERVIÇO COMO ASSITENTE DE CAMPANHA";"500,00"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"14/12/2020";1832350138;"ES";"Nota Fiscal";"042627997";1;"Outros Recursos";20110000;"Publicidade por adesivos";1;"Financeiro";1;"Transferência eletrônica";37211422;24592477;"13/11/2020";"UN ADESIVO CHARLES GAIGHER PERFURADO 70CM X 40CM | UN ADESIVO REDONDO 30 CM X 30 CM";"469,00"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"11/12/2020";1831788017;"ES";"Nota Fiscal";"042532303";1;"Outros Recursos";20110000;"Publicidade por adesivos";1;"Financeiro";1;"Transferência eletrônica";36311317;23851996;"11/11/2020";"ADESIVO 30X15 CM | ADESIVO PERFURADO";"29,80"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"11/12/2020";1831811298;"ES";"Nota Fiscal";"0004";1;"Outros Recursos";20100000;"Combustíveis e lubrificantes";1;"Financeiro";0;"Cheque";36306782;23848344;"09/11/2020";"GASOLINA TIPO C GRANEL";"184,94"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"23/11/2020";1832947375;"ES";"Outro";"42585904";2;"Fundo Especial de Financiamento de Campanha";20010000;"Despesas com pessoal";1;"Financeiro";1;"Transferência eletrônica";33198806;21544284;"11/11/2020";"CAMPANHA ELEITORAL";"867,00"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"14/12/2020";1832350138;"ES";"Nota Fiscal";"042774958";1;"Outros Recursos";20100000;"Combustíveis e lubrificantes";1;"Financeiro";1;"Transferência eletrônica";37211446;24592481;"17/11/2020";"GASOLINA SHELL V POWER ADITIVADA | GASOLINA SHELL V POWER ADITIVADA | GASOLINA TIPO C GRANEL | GASOLINA TIPO C GRANEL";"826,34"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"14/12/2020";1832350138;"ES";"Nota Fiscal";"042243309";1;"Outros Recursos";20130000;"Publicidade por jornais e revistas";1;"Financeiro";1;"Transferência eletrônica";37211436;24592483;"06/11/2020";"PUBLICIDADE PESQUISA ELEITORAL";"12584,25"
"29/08/2026";"15:00:14";2020;2;"Ordinária";426;"Eleições Municipais 2020";"15/11/2020";"1";"Final";"24/11/2020";1832978912;"ES";"Nota Fiscal";"08204674000110";1;"Outros Recursos";20110000;"Publicidade por adesivos";1;"Financeiro";1;"Transferência eletrônica";33289547;21607063;"11/11/2020";"ADESIVO 40X15 | SANTINHO 7X10";"570,00"
