DT_GERACAO;HH_GERACAO;ANO_ELEICAO;CD_TIPO_ELEICAO;NM_TIPO_ELEICAO;NR_TURNO;CD_ELEICAO;DS_ELEICAO;DT_ELEICAO;TP_ABRANGENCIA;SG_UF;SG_UE;NM_UE;CD_MUNICIPIO;NM_MUNICIPIO;NR_ZONA;CD_CARGO;DS_CARGO;QT_APTOS;QT_SECOES_PRINCIPAIS;QT_SECOES_AGREGADAS;QT_SECOES_NAO_INSTALADAS;QT_TOTAL_SECOES;QT_COMPARECIMENTO;QT_ELEITORES_SECOES_NAO_INSTALADAS;QT_ABSTENCOES;ST_VOTO_EM_TRANSITO;QT_VOTOS;QT_VOTOS_CONCORRENTES;QT_TOTAL_VOTOS_VALIDOS;QT_VOTOS_NOMINAIS_VALIDOS;QT_TOTAL_VOTOS_LEG_VALIDOS;QT_VOTOS_LEG_VALIDOS;QT_VOTOS_NOM_CONVR_LEG_VALIDOS;QT_TOTAL_VOTOS_ANULADOS;QT_VOTOS_NOMINAIS_ANULADOS;QT_VOTOS_LEGENDA_ANULADOS;QT_TOTAL_VOTOS_ANUL_SUBJUD;QT_VOTOS_NOMINAIS_ANUL_SUBJUD;QT_VOTOS_LEGENDA_ANUL_SUBJUD;QT_VOTOS_BRANCOS;QT_TOTAL_VOTOS_NULOS;QT_VOTOS_NULOS;QT_VOTOS_NULOS_TECNICOS;QT_VOTOS_ANULADOS_APU_SEP;HH_ULTIMA_TOTALIZACAO;DT_ULTIMA_TOTALIZACAO
26/07/2021;15:42:21;2012;2;Eleição Ordinária;1;47;Eleição Municipal 2012;07/10/2012;M;ES;56057;ALFREDO CHAVES;56057;ALFREDO CHAVES;12;11;Prefeito;11308;34;2;0;36;9832;0;1476;N;9832;8830;8830;8830;0;0;0;0;0;0;0;0;0;470;532;532;0;0;00:00:00;07/10/2012
26/07/2021;15:42:21;2012;2;Eleição Ordinária;1;47;Eleição Municipal 2012;07/10/2012;M;ES;56057;ALFREDO CHAVES;56057;ALFREDO CHAVES;12;13;Vereador;11308;34;2;0;36;9832;0;1476;N;9832;9437;8933;8933;504;0;0;0;0;0;0;0;0;200;195;195;0;0;00:00:00;07/10/2012
